Edge 	Weight
XIY - WUS 	1155.91 
XIY - WUX 	1136.92 
KWE - WUZ 	564.076 
WDH - WVB 	295.071 
POM - WWK 	760.449 
CTU - WXN 	429.644 
ADL - WYA 	229.721 
CWB - XAP 	390.115 
YXL - XBE 	432.471 
THR - XBJ 	793.432 
PER - XCH 	2612.52 
OPO - XCR 	1310.92 
CKG - XFN 	602.689 
TLS - XFW 	1263.56 
YVP - XGR 	157.437 
CTU - XIC 	334.856 
HET - XIL 	481.245 
URC - XIY 	2105.23 
VTE - XKH 	174.193 
YXL - XKS 	440.491 
PPT - XMH 	512.843 
CSX - XMN 	634.991 
UIO - XMS 	242.724 
ORD - XNA 	839.826 
URC - XNN 	1481.03 
SJO - XQP 	61.8442 
AGP - XRY 	139.365 
DXB - XSB 	301.042 
PLS - XSC 	81.4298 
CMA - XTG 	177.853 
LYG - XUZ 	133.822 
YVR - YAA 	391.677 
YFB - YAB 	1221.03 
YXL - YAC 	179.48 
YQT - YAG 	304.757 
JNU - YAK 	318.369 
YYZ - YAM 	494.014 
ROR - YAP 	455.704 
ZKE - YAT 	87.9597 
YXL - YAX 	444.783 
YYT - YAY 	483.511 
YYY - YBC 	58.2555 
YQB - YBG 	173.755 
YCS - YBK 	282.722 
YQQ - YBL 	38.351 
XIY - YBP 	743.366 
YYC - YBR 	1002.16 
YAY - YBX 	76.6475 
YZF - YCB 	849.979 
YVR - YCD 	52.245 
YYC - YCG 	326.929 
YHZ - YCL 	407.788 
YZF - YCO 	596.226 
YZS - YCS 	374.072 
URC - YCU 	2234.18 
YFB - YCY 	748.31 
YYT - YDF 	385.382 
YYR - YDP 	367.976 
YYE - YDQ 	373.317 
KEF - YEG 	4921.55 
YRT - YEK 	216.559 
YXL - YER 	714.501 
THR - YES 	555.136 
YVQ - YEV 	445.348 
YMO - YFA 	125.964 
YVP - YFB 	629.435 
YHZ - YFC 	260.812 
YQT - YFH 	368.87 
YZF - YFJ 	192.997 
YWG - YFO 	609.932 
YZF - YFS 	361.869 
YVQ - YGH 	136.118 
ICN - YGJ 	645.034 
YYZ - YGK 	250.37 
YUL - YGL 	950.394 
YQB - YGP 	561.51 
YVB - YGR 	284.502 
YFB - YGT 	852.619 
YZV - YGV 	188.812 
YVP - YGW 	649.691 
YWG - YGX 	736.386 
YRB - YGZ 	383.414 
YQT - YHD 	297.193 
YCO - YHI 	343.83 
YZF - YHK 	1089.48 
YHZ - YHM 	1324.6 
YSO - YHO 	66.0993 
YPM - YHP 	37.9457 
YIF - YHR 	107.431 
YQB - YHU 	210.585 
YEG - YHY 	847.694 
FRA - YHZ 	5236.06 
KMG - YIC 	1171.22 
HET - YIE 	964.978 
YBX - YIF 	105.543 
XIY - YIH 	502.533 
YZG - YIK 	119.677 
URC - YIN 	491.915 
YCY - YIO 	411.433 
URC - YIW 	3295.43 
YYT - YJT 	442.726 
YYC - YKA 	452.598 
ORD - YKF 	636.288 
YVP - YKG 	232.766 
YWK - YKL 	209.46 
SEA - YKM 	165.83 
YVO - YKQ 	386.678 
OVB - YKS 	2775.17 
YVO - YKU 	644.523 
YFB - YLC 	120.643 
YZF - YLE 	160.843 
YFH - YLH 	70.4872 
YYC - YLL 	363.096 
YEG - YLW 	546.666 
YEG - YMM 	401.023 
YSO - YMN 	42.4346 
YKQ - YMO 	129.94 
YUL - YMT 	481.901 
ZGS - YNA 	79.3297 
JED - YNB 	296.033 
ZEM - YNC 	89.6533 
MYR - YNG 	856.956 
PEK - YNJ 	1114.88 
YRL - YNO 	168.04 
YHO - YNP 	79.1873 
YMT - YNS 	241.526 
PEK - YNT 	510.824 
PVG - YNY 	992.514 
XIY - YNZ 	1061.91 
YFH - YOG 	138.939 
YEG - YOJ 	631.147 
ABV - YOL 	567.967 
YEG - YOP 	680.604 
FRA - YOW 	5984.62 
YEV - YPC 	395.123 
YVP - YPH 	565.157 
YVP - YPJ 	149.706 
YQT - YPL 	347.755 
YXL - YPM 	238.619 
YZV - YPN 	147.621 
YAT - YPO 	302.131 
YVR - YPR 	754.591 
YVR - YPW 	118.723 
YVP - YPX 	550.447 
YMM - YPY 	235.138 
CDG - YQB 	5292.11 
YKG - YQC 	115.233 
YWG - YQD 	522.926 
YYC - YQF 	119.107 
YYZ - YQG 	312.151 
YHD - YQK 	116.265 
YYC - YQL 	186.275 
YHZ - YQM 	164.509 
YEG - YQQ 	877.539 
YEG - YQR 	689.935 
YYZ - YQT 	911.374 
YEG - YQU 	402.391 
YYT - YQX 	198.866 
YHZ - YQY 	304.878 
YVR - YQZ 	428.706 
YZF - YRA 	233.132 
YAB - YRB 	360.623 
YYR - YRG 	160.939 
YXL - YRL 	170.253 
YFB - YRT 	1175.66 
YYZ - YSB 	340.332 
YZF - YSG 	193.372 
YHZ - YSJ 	193.099 
YGW - YSK 	167.402 
YEG - YSM 	752.647 
YYR - YSO 	181.804 
YHI - YSY 	297.164 
YFB - YTE 	391.919 
YWG - YTH 	656.393 
YXL - YTL 	434.186 
YVP - YTQ 	109.47 
YYZ - YTS 	560.376 
CGO - YTY 	586.538 
YOW - YTZ 	350.614 
YEV - YUB 	126.878 
YPH - YUD 	234.51 
FRA - YUL 	5854.76 
PHX - YUM 	256.771 
XNN - YUS 	614.664 
YZS - YUT 	290.901 
YFB - YUX 	793.365 
YUL - YUY 	492.466 
YYY - YVB 	211.695 
YXP - YVM 	172.24 
YUL - YVO 	420.924 
YKL - YVP 	379.218 
YZF - YVQ 	679.926 
YEG - YVR 	809.008 
YPM - YVZ 	93.1636 
YQC - YWB 	137.301 
YYZ - YWG 	1504.01 
YZF - YWJ 	535.821 
YYR - YWK 	431.775 
YVR - YWL 	341.772 
YQT - YWP 	528.225 
YYC - YXC 	208.688 
YEG - YXE 	479.952 
YYC - YXH 	262.866 
YEG - YXJ 	562.507 
YQT - YXL 	269.481 
YRT - YXN 	68.1837 
YFB - YXP 	297.333 
YXJ - YXS 	288.851 
YXS - YXT 	389.006 
YYZ - YXU 	142.326 
YEG - YXX 	774.842 
YEG - YXY 	1528.56 
YYZ - YYB 	299.16 
YEG - YYC 	245.994 
YXS - YYD 	309.754 
YXJ - YYE 	309.417 
YVR - YYF 	261.276 
YHZ - YYG 	159.571 
YZF - YYH 	1218.24 
YEG - YYJ 	861.287 
YRT - YYQ 	464.954 
YYT - YYR 	833.789 
LHR - YYT 	3715.79 
YTS - YYU 	123.066 
YZV - YYY 	227.98 
KEF - YYZ 	4170.61 
YEG - YZF 	1019.02 
YWB - YZG 	206.555 
YVR - YZP 	750.839 
YYZ - YZR 	229.328 
YTE - YZS 	330.399 
YVR - YZT 	341.907 
ZGS - YZV 	397.191 
LHW - YZY 	363.085 
YVR - YZZ 	405.878 
ZAG - ZAD 	190.44 
BUD - ZAG 	307.684 
DXB - ZAH 	720.901 
SCL - ZAL 	725.399 
MNL - ZAM 	851.151 
CKG - ZAT 	387.776 
BGY - ZAZ 	971.285 
YVB - ZBF 	53.3025 
DXB - ZBR 	504.641 
DFW - ZCL 	1242.19 
SCL - ZCO 	637.578 
YKQ - ZEM 	85.2925 
YEV - ZFM 	115.222 
YWJ - ZFN 	105.647 
YIF - ZGS 	177.293 
SON - ZGU 	148.433 
CTU - ZHA 	1222.21 
XNN - ZHY 	299.587 
DKR - ZIG 	275.733 
IAH - ZIH 	1510.33 
YFA - ZKE 	9.11121 
ZGS - ZKG 	42.3146 
IAH - ZLO 	1522.23 
YIF - ZLT 	47.8167 
YVR - ZMT 	817.479 
PER - ZNE 	1019.92 
ADD - ZNZ 	1690.81 
SCL - ZOS 	827.576 
YXL - ZPB 	420.477 
MEL - ZQN 	2145.48 
NUE - ZQW 	268.271 
SJW - ZQZ 	274.036 
VIE - ZRH 	603.216 
YXL - ZRJ 	317.304 
NAS - ZSA 	316.729 
MRU - ZSE 	254.699 
YXL - ZSJ 	342.774 
ZLT - ZTB 	33.5599 
ATH - ZTH 	269.492 
CKG - ZUH 	1090.06 
YYR - ZUM 	245.242 
BKK - ZVK 	536.426 
CTU - ZYI 	445.506 
DAC - ZYL 	193.99 
